transaction_id,account_id,date,type,amount
1459,90,2024-12-27,deposit,789787
1460,104,2025-08-24,deposit,935661
1461,13,2025-08-21,withdrawal,958914
1462,79,2025-08-12,deposit,718274
1463,269,2025-05-24,withdrawal,823205
1464,74,2025-08-29,deposit,1729149
1465,68,2024-12-26,deposit,1524534
1466,236,2025-09-01,withdrawal,758344
1467,60,2024-12-30,deposit,657175
1468,45,2024-12-31,withdrawal,499554
1469,53,2025-11-10,transfer,406699
1470,160,2025-05-16,deposit,1216230
1471,108,2025-03-16,withdrawal,220297
1472,147,2025-05-20,withdrawal,568131
1473,226,2025-04-26,transfer,66682
1474,77,2025-02-04,deposit,578858
1475,8,2025-08-28,transfer,298405
1476,53,2025-06-05,deposit,1142765
1477,282,2025-02-18,withdrawal,294218
1478,146,2025-03-05,transfer,133358
1479,37,2025-05-30,withdrawal,653052
1480,277,2025-02-12,withdrawal,63190
1481,15,2025-11-18,withdrawal,957170
1482,26,2025-01-04,deposit,809466
1483,45,2025-03-09,withdrawal,420954
1484,229,2025-05-16,transfer,191449
1485,171,2025-11-16,deposit,1500056
1486,274,2025-08-03,deposit,1940218
1487,291,2025-11-30,deposit,199859
1488,240,2025-05-15,deposit,960429
1489,239,2025-04-01,withdrawal,252948
1490,74,2025-06-12,transfer,140293
1491,201,2025-11-13,deposit,1472198
1492,170,2025-08-14,withdrawal,485301
1493,16,2025-02-03,deposit,1001848
1494,180,2025-03-05,withdrawal,493646
1495,145,2025-09-28,withdrawal,643801
1496,66,2025-07-03,transfer,58966
1497,55,2025-11-05,withdrawal,593165
1498,37,2025-08-01,withdrawal,568624
1499,206,2025-04-09,transfer,221762
1500,125,2025-08-11,transfer,88372
1501,197,2025-03-24,deposit,719529
1502,221,2025-06-01,withdrawal,604764
1503,279,2025-03-06,transfer,128812
1504,40,2025-12-07,transfer,493040
1505,294,2025-10-07,withdrawal,129876
1506,238,2025-01-26,withdrawal,592051
1507,228,2025-07-03,deposit,650997
1508,36,2025-11-23,transfer,62013
1509,195,2025-11-03,withdrawal,528306
1510,32,2025-02-17,deposit,461364
1511,298,2024-12-08,transfer,429589
1512,76,2025-07-27,transfer,83232
1513,273,2025-10-19,withdrawal,418926
1514,296,2025-03-23,withdrawal,215171
1515,163,2025-11-20,withdrawal,607978
1516,156,2025-06-02,withdrawal,762658
1517,46,2025-10-17,transfer,9256
1518,262,2025-02-11,withdrawal,898811
1519,151,2025-09-15,deposit,779316
1520,28,2025-09-20,deposit,1480040
1521,184,2025-05-01,deposit,1811167
1522,16,2025-12-02,deposit,910373
1523,202,2025-12-07,transfer,171790
1524,196,2025-07-18,withdrawal,410099
1525,280,2025-03-06,deposit,1394337
1526,244,2025-09-18,deposit,399740
1527,197,2025-07-09,withdrawal,890764
1528,79,2025-11-16,withdrawal,925129
1529,65,2025-01-13,deposit,29332
1530,9,2025-08-14,deposit,1517758
1531,224,2025-02-16,deposit,182552
1532,213,2025-11-29,withdrawal,946989
1533,218,2025-07-28,transfer,99265
1534,261,2025-07-26,withdrawal,588866
1535,197,2025-03-13,withdrawal,246706
1536,218,2025-09-29,transfer,8895
1537,256,2025-12-07,transfer,129125
1538,257,2025-09-13,withdrawal,440794
1539,296,2024-12-27,withdrawal,45087
1540,291,2025-06-14,withdrawal,749122
1541,58,2025-11-26,transfer,257461
1542,41,2025-09-03,deposit,1536309
1543,144,2025-01-17,withdrawal,552060
1544,268,2025-04-12,transfer,51371
1545,242,2025-11-12,transfer,393857
1546,40,2025-09-10,transfer,337234
1547,297,2025-01-04,withdrawal,652818
1548,176,2024-12-13,transfer,413172
1549,241,2025-08-05,withdrawal,547566
1550,294,2025-07-11,transfer,178808
1551,181,2025-03-03,withdrawal,313257
1552,19,2025-10-09,transfer,488846
1553,156,2025-09-22,transfer,416577
1554,134,2025-08-07,deposit,1324737
1555,297,2025-01-03,deposit,1206374
1556,150,2024-12-21,transfer,332321
1557,147,2025-02-10,withdrawal,96518
1558,259,2025-04-29,deposit,1790610
1559,130,2025-04-30,deposit,1296421
1560,141,2025-02-03,withdrawal,24892
1561,90,2025-02-23,transfer,392431
1562,229,2025-03-07,withdrawal,857082
1563,134,2025-08-13,transfer,128834
1564,93,2024-12-24,transfer,456943
1565,176,2025-10-08,deposit,309234
1566,79,2025-07-07,withdrawal,799327
1567,197,2025-07-21,deposit,1390519
1568,86,2025-06-02,deposit,1216645
1569,28,2025-02-05,transfer,143619
1570,27,2025-06-30,deposit,978109
1571,244,2025-09-06,withdrawal,509401
1572,120,2025-12-04,withdrawal,726712
1573,200,2025-02-20,withdrawal,285382
1574,272,2025-05-04,withdrawal,22439
1575,230,2025-05-18,withdrawal,721451
1576,272,2025-01-26,transfer,26505
1577,273,2025-07-17,transfer,190507
1578,140,2025-04-23,withdrawal,293457
1579,51,2025-10-03,withdrawal,696128
1580,201,2025-11-18,withdrawal,820707
1581,124,2025-10-05,transfer,357263
1582,100,2025-11-19,transfer,181898
1583,93,2024-12-13,withdrawal,584213
1584,5,2025-07-06,deposit,30084
1585,51,2025-11-23,transfer,59477
1586,229,2025-05-02,withdrawal,240074
1587,129,2024-12-20,deposit,76390
1588,48,2025-10-08,deposit,1973188
1589,112,2025-02-08,transfer,339539
1590,62,2025-10-13,deposit,1801086
1591,67,2025-11-04,withdrawal,698279
1592,290,2025-02-02,deposit,1884051
1593,95,2025-08-04,withdrawal,318877
1594,39,2025-04-28,transfer,242735
1595,219,2025-11-14,transfer,478637
1596,166,2025-01-14,withdrawal,179833
1597,142,2025-06-24,deposit,807787
1598,171,2025-04-22,deposit,546565
1599,92,2025-08-16,withdrawal,82769
1600,103,2025-03-09,transfer,210853
1601,252,2025-09-10,deposit,306722
1602,221,2025-11-02,deposit,1292580
1603,55,2025-04-19,withdrawal,760151
1604,53,2025-01-13,deposit,157923
1605,293,2025-07-24,transfer,136384
1606,10,2025-11-07,withdrawal,166085
1607,1,2025-06-25,deposit,1398779
1608,137,2025-05-25,deposit,1473122
1609,201,2025-08-28,transfer,6941
1610,252,2025-07-02,withdrawal,467239
1611,36,2024-12-09,transfer,123408
1612,197,2025-08-11,transfer,433855
1613,63,2025-06-09,transfer,285653
1614,171,2025-07-01,transfer,163769
1615,29,2025-01-23,transfer,344253
1616,188,2025-05-31,transfer,452397
1617,42,2025-05-05,withdrawal,807392
1618,104,2024-12-28,deposit,1167819
1619,197,2025-05-10,transfer,105140
1620,200,2025-11-25,deposit,1327499
1621,184,2025-10-27,withdrawal,98984
1622,225,2025-02-17,transfer,104333
1623,19,2025-10-07,deposit,58193
1624,123,2025-01-09,withdrawal,417652
1625,277,2025-08-20,transfer,166339
1626,274,2024-12-26,withdrawal,27215
1627,174,2024-12-29,deposit,713247
1628,208,2025-11-07,deposit,448921
1629,268,2025-11-20,withdrawal,995755
1630,275,2025-09-30,deposit,1559097
1631,120,2025-02-18,deposit,82338
1632,251,2025-08-06,transfer,14994
1633,24,2025-11-05,deposit,1475726
1634,67,2025-10-27,deposit,366232
1635,26,2025-01-26,withdrawal,870607
1636,234,2025-10-06,transfer,94490
1637,33,2025-08-19,deposit,244452
1638,113,2025-03-21,deposit,1692061
1639,219,2025-11-20,withdrawal,860941
1640,206,2025-11-23,withdrawal,136670
1641,295,2025-05-21,transfer,77000
1642,110,2025-03-06,deposit,1248789
1643,172,2025-04-27,deposit,258221
1644,73,2025-11-29,withdrawal,186214
1645,190,2025-07-20,transfer,91510
1646,125,2025-02-14,transfer,26337
1647,52,2025-06-18,transfer,326095
1648,81,2025-08-14,deposit,1849711
1649,42,2025-03-09,deposit,20149
1650,46,2025-10-07,transfer,346707
1651,146,2025-08-08,withdrawal,737191
1652,65,2025-10-31,deposit,305076
1653,139,2025-07-06,transfer,241149
1654,123,2025-11-27,deposit,1285390
1655,20,2025-08-20,transfer,99372
1656,46,2025-05-11,transfer,438315
1657,179,2025-09-19,withdrawal,14792
1658,121,2025-09-05,deposit,251431
1659,49,2025-09-10,transfer,194740
1660,260,2025-10-24,deposit,978531
1661,107,2025-03-17,withdrawal,65646
1662,58,2025-08-07,deposit,1442060
1663,255,2025-11-16,deposit,340040
1664,23,2025-06-12,deposit,1357371
1665,146,2025-04-15,deposit,916572
1666,172,2025-07-28,transfer,427132
1667,23,2025-01-03,deposit,1557766
1668,276,2024-12-22,deposit,336445
1669,249,2025-01-13,transfer,65851
1670,121,2025-10-07,transfer,238214
1671,297,2025-03-19,withdrawal,449422
1672,167,2025-02-02,deposit,1638629
1673,167,2025-04-08,deposit,210655
1674,212,2025-03-30,deposit,792548
1675,38,2025-08-13,withdrawal,623513
1676,28,2025-03-28,withdrawal,161981
1677,233,2025-06-17,deposit,817290
1678,70,2025-03-17,withdrawal,764787
1679,184,2025-05-28,withdrawal,222033
1680,66,2025-09-25,deposit,1456670
1681,31,2025-02-02,withdrawal,153132
1682,239,2025-03-05,withdrawal,448539
1683,176,2025-05-08,deposit,1863934
1684,81,2025-03-05,transfer,325616
1685,296,2025-04-04,transfer,453268
1686,45,2025-09-01,withdrawal,908602
1687,251,2025-08-07,deposit,1245635
1688,237,2025-07-15,withdrawal,25208
1689,127,2025-07-18,deposit,691389
1690,297,2025-10-06,deposit,1875287
1691,77,2024-12-10,transfer,475942
1692,214,2025-08-05,deposit,89009
1693,259,2025-09-05,deposit,897752
1694,202,2025-11-29,withdrawal,859049
1695,51,2025-04-10,withdrawal,529344
1696,43,2024-12-14,transfer,399830
1697,209,2025-06-09,deposit,283317
1698,152,2025-01-23,deposit,1363199
1699,9,2025-05-13,withdrawal,711534
1700,83,2025-09-26,transfer,245796
1701,299,2025-08-02,deposit,958870
1702,71,2025-03-12,transfer,217525
1703,190,2025-12-03,transfer,248424
1704,1,2025-06-23,transfer,42066
1705,171,2025-05-08,transfer,22151
1706,219,2025-10-17,withdrawal,741963
1707,278,2025-03-24,transfer,421535
1708,42,2025-05-28,transfer,466817
1709,29,2025-11-18,transfer,482104
1710,187,2025-06-22,deposit,237713
1711,188,2024-12-28,withdrawal,659208
1712,188,2025-11-04,withdrawal,193781
1713,287,2025-09-21,transfer,40130
1714,105,2025-04-09,deposit,707398
1715,277,2025-08-09,deposit,1366132
1716,298,2025-04-02,transfer,114992
1717,165,2025-04-23,withdrawal,951551
1718,258,2025-04-28,transfer,226736
1719,28,2025-06-02,deposit,786847
1720,232,2025-09-03,withdrawal,535808
1721,63,2025-09-06,withdrawal,754305
1722,273,2025-10-21,withdrawal,483933
1723,189,2025-01-10,transfer,368448
1724,97,2025-01-18,withdrawal,101549
1725,201,2025-01-16,deposit,609761
1726,56,2025-02-03,deposit,583693
1727,76,2025-03-22,withdrawal,167808
1728,267,2025-05-07,transfer,16896
1729,214,2025-02-13,transfer,288867
1730,243,2025-07-23,withdrawal,450538
1731,11,2025-01-09,withdrawal,208244
1732,12,2025-08-31,deposit,1756011
1733,172,2025-06-01,withdrawal,616815
1734,168,2025-11-13,withdrawal,632180
1735,272,2025-07-30,transfer,238442
1736,156,2025-05-13,transfer,74182
1737,88,2025-08-12,withdrawal,247798
1738,191,2025-01-01,withdrawal,817141
1739,76,2025-07-29,withdrawal,308196
1740,86,2025-02-28,transfer,489511
1741,275,2025-03-07,withdrawal,201134
1742,79,2025-02-05,deposit,503923
1743,22,2025-02-10,withdrawal,612433
1744,226,2025-03-12,withdrawal,397629
1745,106,2024-12-25,transfer,375742
1746,163,2025-06-16,withdrawal,165130
1747,230,2025-09-07,transfer,90247
1748,155,2024-12-20,deposit,1935289
1749,208,2025-02-20,withdrawal,815849
1750,235,2024-12-10,withdrawal,173633
1751,280,2025-11-04,transfer,178686
1752,152,2025-05-05,withdrawal,949500
1753,294,2025-09-23,transfer,82114
1754,227,2025-02-03,withdrawal,732622
1755,246,2025-11-20,deposit,297391
1756,283,2024-12-20,deposit,651095
1757,206,2025-03-30,transfer,445861
1758,229,2025-05-24,withdrawal,106973
1759,29,2025-03-17,transfer,341232
1760,299,2025-04-29,transfer,121467
1761,101,2025-09-09,deposit,180299
1762,229,2025-01-21,transfer,357089
1763,263,2025-08-16,withdrawal,213895
1764,163,2025-08-26,transfer,322235
1765,29,2025-06-29,transfer,194301
1766,76,2025-07-14,transfer,452639
1767,190,2024-12-14,withdrawal,400941
1768,146,2025-05-14,withdrawal,378422
1769,229,2025-03-28,transfer,50926
1770,228,2025-07-22,transfer,222899
1771,148,2025-07-13,deposit,1694618
1772,213,2025-10-04,deposit,1757194
1773,45,2025-05-12,deposit,440754
1774,244,2025-01-10,transfer,180854
1775,193,2025-07-05,deposit,18880
1776,140,2025-09-18,withdrawal,193388
1777,237,2025-02-16,transfer,302751
1778,103,2025-06-21,deposit,1750425
1779,149,2024-12-29,transfer,262208
1780,155,2025-08-17,transfer,164338
1781,287,2025-04-01,transfer,247982
1782,14,2025-04-21,deposit,328011
1783,154,2025-10-29,transfer,442383
1784,242,2025-11-13,deposit,1376145
1785,148,2025-08-16,withdrawal,198085
1786,126,2025-04-28,deposit,255304
1787,253,2025-06-11,deposit,1260966
1788,298,2025-07-19,withdrawal,603047
1789,133,2025-08-08,transfer,364615
1790,62,2025-09-28,withdrawal,547422
1791,9,2025-10-01,withdrawal,180757
1792,30,2025-08-01,deposit,675419
1793,70,2025-01-04,withdrawal,181241
1794,140,2025-10-29,withdrawal,449892
1795,183,2025-05-06,deposit,612872
1796,272,2025-01-16,transfer,495899
1797,264,2025-10-25,deposit,1612346
1798,94,2025-03-03,deposit,1260695
1799,279,2025-05-18,withdrawal,924822
1800,155,2025-11-30,withdrawal,728739
1801,186,2025-09-30,deposit,1125760
1802,181,2025-02-16,deposit,32048
1803,266,2025-08-13,withdrawal,401133
1804,211,2025-03-01,withdrawal,975641
1805,53,2025-08-22,deposit,329125
1806,114,2025-09-20,deposit,1672459
1807,270,2025-09-16,transfer,378579
1808,59,2025-01-16,withdrawal,492860
1809,60,2024-12-16,deposit,1941530
1810,246,2025-11-26,withdrawal,336708
1811,186,2025-07-22,deposit,1718454
1812,268,2025-12-06,withdrawal,190572
1813,156,2025-02-06,deposit,1566246
1814,114,2025-11-28,deposit,1801871
1815,73,2025-05-14,transfer,123790
1816,65,2025-01-17,deposit,278087
1817,218,2025-02-03,transfer,405044
1818,40,2025-08-12,deposit,1629647
1819,221,2025-02-01,deposit,416777
1820,17,2025-10-07,transfer,274210
1821,31,2025-04-16,withdrawal,134698
1822,23,2025-11-14,deposit,637597
1823,6,2025-02-09,deposit,1645750
1824,106,2025-03-20,transfer,477475
1825,95,2024-12-22,transfer,189304
1826,47,2025-04-29,deposit,1778900
1827,297,2025-02-28,withdrawal,379311
1828,257,2025-04-10,transfer,326365
1829,259,2025-01-27,transfer,40828
1830,297,2025-03-29,deposit,1114055
1831,99,2025-09-09,withdrawal,190117
1832,3,2025-03-27,transfer,56739
1833,259,2025-06-13,transfer,253887
1834,95,2025-01-31,withdrawal,716242
1835,93,2025-07-13,withdrawal,408055
1836,110,2025-07-04,transfer,124303
1837,58,2025-08-03,withdrawal,139620
1838,57,2025-08-18,transfer,76257
1839,185,2025-09-19,transfer,156137
1840,21,2025-08-17,deposit,693107
1841,60,2025-07-29,withdrawal,307388
1842,160,2025-07-23,transfer,445973
1843,116,2025-05-05,transfer,218533
1844,220,2025-01-12,deposit,1801784
1845,244,2025-03-09,transfer,197645
1846,7,2025-11-17,transfer,262765
1847,54,2025-09-01,withdrawal,469337
1848,44,2025-06-28,deposit,305663
1849,206,2025-01-29,transfer,314622
1850,87,2025-03-19,deposit,767755
1851,174,2025-07-02,deposit,1252723
1852,63,2025-07-13,deposit,1762642
1853,256,2025-12-08,withdrawal,811968
1854,298,2025-11-02,transfer,148116
1855,205,2025-11-14,withdrawal,508940
1856,208,2025-04-29,withdrawal,546256
1857,76,2025-02-08,withdrawal,123284
1858,129,2025-04-05,withdrawal,531429
1859,69,2025-01-04,deposit,213883
1860,35,2024-12-21,withdrawal,721047
1861,92,2025-11-20,withdrawal,643952
1862,168,2025-10-22,deposit,639918
1863,50,2025-08-31,deposit,1391386
1864,253,2025-05-07,withdrawal,221740
1865,255,2025-04-20,withdrawal,539315
1866,278,2025-09-10,withdrawal,858802
1867,280,2024-12-24,deposit,1607150
1868,221,2025-07-26,deposit,809530
1869,162,2025-07-31,withdrawal,474053
1870,19,2025-09-19,deposit,375921
1871,156,2025-08-16,transfer,91058
1872,221,2025-06-25,deposit,660275
1873,250,2025-11-18,deposit,1197975
1874,252,2025-11-23,transfer,295342
1875,277,2025-08-08,transfer,251320
1876,288,2025-01-05,deposit,1067595
1877,201,2025-10-06,withdrawal,528721
1878,194,2025-06-06,transfer,359674
1879,146,2024-12-22,withdrawal,74407
1880,24,2025-06-13,deposit,1760178
1881,179,2024-12-21,transfer,311166
1882,175,2025-07-15,withdrawal,112078
1883,177,2025-06-05,withdrawal,441939
1884,29,2025-04-13,transfer,133046
1885,121,2025-10-07,transfer,168630
1886,44,2025-05-13,transfer,39340
1887,59,2024-12-18,withdrawal,188026
1888,276,2025-07-31,withdrawal,49193
1889,217,2025-07-11,transfer,274882
1890,137,2025-08-05,deposit,1464530
1891,12,2025-09-26,withdrawal,406086
1892,200,2025-01-27,withdrawal,610350
1893,251,2025-11-18,deposit,1453846
1894,106,2025-08-22,withdrawal,530860
1895,174,2025-05-10,deposit,1294387
1896,187,2025-08-19,withdrawal,221559
1897,39,2025-05-04,transfer,117239
1898,136,2025-09-27,deposit,628525
1899,206,2025-01-24,deposit,1314823
1900,297,2025-05-29,deposit,1246230
1901,140,2025-09-05,deposit,1192886
1902,244,2025-06-03,withdrawal,229927
1903,40,2025-05-11,transfer,436876
1904,259,2025-11-12,withdrawal,463939
1905,277,2025-07-08,withdrawal,219795
1906,206,2025-08-28,withdrawal,665322
1907,233,2025-09-14,transfer,405263
1908,93,2025-12-03,deposit,1321684
1909,265,2025-08-20,deposit,1214728
1910,110,2025-08-04,transfer,436965
1911,138,2025-10-18,transfer,284298
1912,223,2025-10-24,transfer,385955
1913,31,2025-06-12,transfer,110197
1914,237,2025-02-23,deposit,509100
1915,154,2025-05-20,withdrawal,440189
1916,33,2025-07-07,transfer,111723
1917,137,2025-02-28,withdrawal,687424
1918,132,2025-04-07,transfer,320218
1919,208,2025-02-22,deposit,243149
1920,99,2025-05-15,deposit,520032
1921,238,2025-07-19,withdrawal,597019
1922,217,2024-12-26,transfer,479824
1923,104,2025-02-15,deposit,576918
1924,15,2025-04-29,withdrawal,838028
1925,282,2024-12-29,deposit,1356182
1926,249,2025-01-19,deposit,121029
1927,161,2025-01-09,transfer,161226
1928,209,2025-11-09,withdrawal,714299
1929,47,2025-02-17,withdrawal,998977
1930,121,2025-08-21,deposit,1202417
1931,62,2025-10-01,transfer,353241
1932,269,2025-01-23,withdrawal,530566
1933,122,2025-05-17,transfer,69108
1934,169,2025-06-25,transfer,391524
1935,121,2025-02-19,withdrawal,238598
1936,55,2025-04-27,deposit,454018
1937,226,2025-10-05,withdrawal,276659
1938,29,2025-06-17,withdrawal,569383
1939,58,2025-07-12,withdrawal,582255
1940,244,2025-04-29,transfer,134156
1941,75,2025-06-14,withdrawal,508306
1942,158,2025-10-14,deposit,1358496
1943,18,2025-01-04,transfer,352195
1944,123,2025-06-22,withdrawal,589577
1945,159,2025-06-11,transfer,372324
1946,63,2025-04-08,transfer,459533
1947,227,2025-06-27,withdrawal,18248
1948,131,2025-04-07,withdrawal,104634
1949,153,2025-02-28,deposit,1807327
1950,225,2025-11-02,transfer,171295
1951,209,2025-01-18,deposit,579696
1952,252,2025-07-07,withdrawal,782739
1953,171,2025-01-28,transfer,226441
1954,83,2025-08-24,transfer,141823
1955,34,2025-10-12,withdrawal,451314
1956,281,2025-07-28,transfer,176320
1957,15,2025-11-01,deposit,1350056
1958,95,2025-11-01,transfer,237471
1959,70,2025-03-20,deposit,845248
1960,157,2025-01-19,withdrawal,613779
1961,57,2025-08-29,deposit,528456
1962,67,2025-07-06,transfer,364532
1963,164,2025-02-14,withdrawal,511602
1964,134,2025-10-07,deposit,1446722
1965,168,2025-01-20,withdrawal,218314
1966,213,2025-06-27,withdrawal,200724
1967,194,2024-12-18,transfer,122695
1968,12,2025-10-17,transfer,344270
1969,118,2025-03-19,deposit,974775
1970,135,2025-03-04,transfer,451604
1971,26,2025-07-15,withdrawal,658024
1972,134,2025-06-14,deposit,191775
1973,88,2024-12-15,transfer,66525
1974,270,2025-07-28,withdrawal,820926
1975,254,2025-12-08,deposit,475776
1976,105,2025-04-23,deposit,1989015
1977,148,2025-06-21,transfer,264086
1978,67,2025-03-23,withdrawal,907935
1979,111,2025-11-19,withdrawal,772008
1980,97,2025-07-05,withdrawal,199131
1981,75,2025-04-21,deposit,613578
1982,121,2025-04-14,transfer,241441
1983,190,2025-11-04,transfer,363753
1984,235,2025-08-05,deposit,26643
1985,69,2025-06-29,withdrawal,736687
1986,109,2025-12-05,transfer,206062
1987,217,2025-04-18,transfer,318102
1988,38,2025-01-07,deposit,1173113
1989,27,2025-04-07,withdrawal,986292
1990,242,2025-11-16,withdrawal,645829
1991,24,2025-08-23,deposit,536957
1992,196,2025-11-16,withdrawal,423869
1993,190,2025-09-20,deposit,1876133
1994,22,2025-04-20,transfer,99042
1995,87,2025-05-30,transfer,263390
1996,240,2025-05-19,deposit,193005
1997,272,2025-04-20,withdrawal,158683
1998,60,2025-02-11,withdrawal,56307
1999,256,2025-06-10,withdrawal,794149
2000,221,2025-04-21,withdrawal,956646
2001,136,2025-07-19,transfer,169107
2002,85,2025-08-16,withdrawal,782663
2003,78,2025-11-09,transfer,452235
2004,226,2025-02-22,deposit,401193
2005,28,2024-12-26,deposit,389075
2006,241,2025-12-04,withdrawal,181499
2007,240,2025-08-18,withdrawal,131660
2008,21,2025-12-06,withdrawal,383838
2009,288,2025-08-17,withdrawal,489995
2010,58,2025-02-21,transfer,459494
2011,64,2025-03-22,withdrawal,108123
2012,146,2025-03-04,deposit,1756024
2013,261,2025-11-12,withdrawal,600607
2014,300,2024-12-10,deposit,1228787
2015,270,2025-07-09,transfer,99670
2016,40,2025-08-20,deposit,1616144
2017,49,2025-05-02,withdrawal,37223
2018,63,2025-10-06,withdrawal,401704
2019,55,2024-12-22,withdrawal,171245
2020,42,2025-12-05,withdrawal,881051
2021,246,2025-04-24,withdrawal,668879
2022,3,2025-11-08,withdrawal,55976
2023,232,2025-09-25,withdrawal,777080
2024,67,2025-01-01,deposit,1815426
2025,145,2025-01-05,withdrawal,846917
2026,37,2025-06-21,transfer,320774
2027,48,2025-03-09,withdrawal,277558
2028,123,2024-12-18,withdrawal,103520
2029,107,2025-07-02,deposit,819749
2030,146,2025-11-07,transfer,399557
2031,79,2025-08-16,deposit,631097
2032,222,2025-05-15,transfer,427761
2033,68,2025-01-26,withdrawal,707848
2034,189,2025-08-15,transfer,109790
2035,229,2025-04-24,withdrawal,509583
2036,289,2025-01-23,transfer,226810
2037,217,2025-03-13,withdrawal,653687
2038,223,2025-01-24,transfer,228355
2039,21,2025-08-02,transfer,184172
2040,115,2025-12-08,transfer,364785
2041,80,2025-10-26,withdrawal,562891
2042,269,2025-08-04,deposit,614648
2043,224,2025-08-09,deposit,1907552
2044,154,2025-11-23,deposit,272994
2045,154,2025-07-14,deposit,1102003
2046,152,2025-09-16,transfer,30023
2047,40,2025-02-01,deposit,1081708
2048,262,2025-01-25,withdrawal,443082
2049,238,2025-09-25,transfer,382649
2050,130,2025-10-03,withdrawal,277240
2051,42,2025-02-04,transfer,13529
2052,237,2025-03-11,deposit,1653732
2053,202,2025-07-09,deposit,179672
2054,153,2025-07-28,withdrawal,625732
2055,231,2025-04-22,transfer,428537
2056,175,2025-03-12,deposit,447642
2057,41,2025-04-19,transfer,321697
2058,55,2024-12-17,withdrawal,570333
2059,3,2024-12-14,withdrawal,132346
2060,88,2025-07-31,transfer,255148
2061,208,2025-10-12,transfer,395199
2062,250,2025-10-19,withdrawal,658543
2063,185,2025-11-26,transfer,358266
2064,203,2025-02-10,withdrawal,101892
2065,70,2025-02-03,deposit,405140
2066,9,2024-12-21,transfer,103682
2067,108,2025-02-20,withdrawal,690130
2068,124,2025-10-24,withdrawal,892995
2069,276,2025-05-11,deposit,185551
2070,238,2025-07-12,deposit,999027
2071,12,2025-02-24,deposit,353348
2072,228,2024-12-18,withdrawal,504392
2073,231,2025-03-21,transfer,132207
2074,151,2025-06-26,transfer,439871
2075,27,2025-01-29,withdrawal,18256
2076,222,2025-08-18,withdrawal,899838
2077,297,2025-09-17,transfer,388295
2078,149,2025-06-30,deposit,1027354
2079,249,2025-10-17,transfer,314874
2080,250,2025-01-08,deposit,1502975
2081,271,2025-09-29,deposit,890007
2082,162,2025-04-24,transfer,38297
2083,214,2025-08-18,withdrawal,132621
2084,178,2025-07-19,withdrawal,741396
2085,11,2025-03-16,deposit,609002
2086,241,2025-04-05,withdrawal,469392
2087,260,2025-11-23,deposit,1237409
2088,174,2025-11-09,transfer,452455
2089,240,2025-05-07,deposit,1857148
2090,200,2025-11-17,withdrawal,883548
2091,185,2025-02-28,withdrawal,848603
2092,107,2025-01-21,withdrawal,734248
2093,248,2025-03-20,deposit,368417
2094,81,2025-01-28,transfer,263047
2095,213,2025-04-07,withdrawal,328402
2096,108,2024-12-17,transfer,29667
2097,184,2025-11-19,withdrawal,384387
2098,82,2025-08-22,deposit,1741334
2099,17,2025-07-16,deposit,713281
2100,59,2025-02-07,transfer,123850
2101,288,2025-04-19,deposit,1024981
2102,175,2024-12-31,withdrawal,816747
2103,286,2025-02-23,withdrawal,949857
2104,264,2025-01-30,transfer,356003
2105,26,2025-07-30,withdrawal,847798
2106,57,2025-10-16,deposit,1644243
2107,53,2025-08-24,transfer,27004
2108,54,2025-02-06,deposit,1326050
2109,106,2025-05-06,withdrawal,174660
2110,227,2025-01-27,transfer,266300
2111,79,2025-05-28,transfer,195702
2112,71,2025-03-21,deposit,1784632
2113,225,2024-12-11,withdrawal,816584
2114,126,2025-05-03,withdrawal,367900
2115,259,2025-04-23,deposit,183748
2116,191,2025-07-08,transfer,400756
2117,185,2025-04-12,transfer,353649
2118,78,2025-04-03,transfer,226103
2119,71,2025-07-05,withdrawal,443491
2120,235,2025-11-22,transfer,421603
2121,186,2025-02-20,deposit,933154
2122,6,2025-08-29,transfer,427705
2123,36,2025-05-18,deposit,714474
2124,206,2025-01-08,deposit,915315
2125,202,2025-11-01,deposit,1389489
2126,78,2025-10-27,transfer,35308
2127,267,2025-07-01,withdrawal,449673
2128,284,2025-05-17,withdrawal,766601
2129,177,2025-04-30,deposit,1739352
2130,271,2025-02-21,transfer,487581
2131,207,2025-03-23,withdrawal,685156
2132,279,2025-10-20,transfer,418318
2133,227,2025-11-05,transfer,186010
2134,208,2025-05-11,deposit,1852537
2135,44,2025-05-28,deposit,1132079
2136,200,2025-02-10,transfer,381900
2137,267,2025-03-27,transfer,153859
2138,48,2025-05-16,transfer,294294
2139,267,2025-10-29,withdrawal,803820
2140,82,2025-09-10,deposit,63492
2141,133,2025-05-12,deposit,1750310
2142,217,2025-01-07,transfer,62903
2143,191,2025-08-24,withdrawal,667446
2144,182,2025-11-06,deposit,105103
2145,64,2025-09-27,withdrawal,322434
2146,3,2025-04-07,withdrawal,365446
2147,298,2025-10-25,transfer,379680
2148,274,2025-06-05,transfer,127598
2149,154,2025-09-27,withdrawal,709318
2150,72,2025-08-31,transfer,203005
2151,127,2025-08-29,deposit,692544
2152,299,2025-06-10,deposit,1730626
2153,233,2025-12-07,deposit,312344
2154,218,2025-01-24,withdrawal,95927
2155,32,2025-02-12,withdrawal,941669
2156,244,2025-01-16,deposit,940673
2157,190,2025-07-02,transfer,280909
2158,287,2025-06-28,transfer,413328
2159,136,2025-10-29,transfer,266529
2160,217,2025-08-15,withdrawal,732487
2161,214,2025-08-23,deposit,307715
