transaction_id,account_id,date,type,amount,transaction_month,risk_flag,day_of_week,week
849,52,2024-12-28,deposit,1838205,2024-12,0,Saturday,52
850,149,2025-11-19,withdrawal,850534,2025-11,1,Wednesday,47
851,161,2025-02-05,withdrawal,784415,2025-02,1,Wednesday,6
852,49,2025-02-16,deposit,25284,2025-02,0,Sunday,7
853,88,2025-07-20,withdrawal,384894,2025-07,0,Sunday,29
854,138,2025-06-16,transfer,53733,2025-06,0,Monday,25
855,176,2025-07-01,deposit,243723,2025-07,0,Tuesday,27
856,205,2025-06-23,withdrawal,295037,2025-06,0,Monday,26
857,245,2025-03-03,withdrawal,690364,2025-03,1,Monday,10
858,58,2025-01-07,deposit,1464974,2025-01,0,Tuesday,2
859,82,2025-10-06,deposit,877473,2025-10,0,Monday,41
860,248,2025-07-20,transfer,360673,2025-07,0,Sunday,29
861,93,2025-06-09,transfer,204098,2025-06,0,Monday,24
862,15,2025-02-12,transfer,466347,2025-02,0,Wednesday,7
863,248,2025-07-06,withdrawal,128423,2025-07,0,Sunday,27
864,226,2025-04-20,deposit,137825,2025-04,0,Sunday,16
865,161,2025-11-20,deposit,1482586,2025-11,0,Thursday,47
866,269,2025-09-23,transfer,307330,2025-09,0,Tuesday,39
867,115,2025-05-30,transfer,462778,2025-05,0,Friday,22
868,266,2025-12-01,transfer,365836,2025-12,0,Monday,49
869,49,2025-04-14,withdrawal,703856,2025-04,1,Monday,16
870,247,2025-11-19,withdrawal,705951,2025-11,1,Wednesday,47
871,198,2025-09-19,deposit,1764579,2025-09,0,Friday,38
872,28,2025-02-26,deposit,1354304,2025-02,0,Wednesday,9
873,259,2025-08-18,withdrawal,903251,2025-08,1,Monday,34
874,85,2025-08-16,deposit,1580862,2025-08,0,Saturday,33
875,165,2025-04-29,deposit,698936,2025-04,0,Tuesday,18
876,26,2025-09-15,transfer,121762,2025-09,0,Monday,38
877,194,2025-04-07,withdrawal,866794,2025-04,1,Monday,15
878,41,2025-09-27,withdrawal,475765,2025-09,0,Saturday,39
879,230,2025-08-20,deposit,1801397,2025-08,0,Wednesday,34
880,229,2025-08-19,withdrawal,134473,2025-08,0,Tuesday,34
881,10,2025-07-07,deposit,851074,2025-07,0,Monday,28
882,19,2024-12-08,transfer,292885,2024-12,0,Sunday,49
883,47,2025-10-30,transfer,329568,2025-10,0,Thursday,44
884,156,2025-03-23,transfer,299824,2025-03,0,Sunday,12
885,234,2025-01-04,withdrawal,390992,2025-01,0,Saturday,1
886,115,2025-09-20,withdrawal,358098,2025-09,0,Saturday,38
887,243,2025-06-12,transfer,349544,2025-06,0,Thursday,24
888,232,2025-11-10,deposit,209340,2025-11,0,Monday,46
889,114,2025-06-07,deposit,720877,2025-06,0,Saturday,23
890,150,2025-06-17,transfer,278670,2025-06,0,Tuesday,25
891,55,2025-03-02,deposit,1885887,2025-03,0,Sunday,9
892,253,2025-07-05,deposit,1728520,2025-07,0,Saturday,27
893,55,2025-03-18,withdrawal,650524,2025-03,1,Tuesday,12
894,97,2025-06-27,deposit,1955804,2025-06,0,Friday,26
895,111,2025-03-15,withdrawal,874607,2025-03,1,Saturday,11
896,174,2025-07-08,deposit,1592857,2025-07,0,Tuesday,28
897,24,2025-11-17,transfer,444073,2025-11,0,Monday,47
898,64,2025-11-10,withdrawal,489605,2025-11,0,Monday,46
899,259,2024-12-10,deposit,1051119,2024-12,0,Tuesday,50
900,272,2025-09-17,transfer,30465,2025-09,0,Wednesday,38
901,222,2025-08-25,transfer,258195,2025-08,0,Monday,35
902,91,2025-03-06,transfer,308329,2025-03,0,Thursday,10
903,66,2025-11-09,deposit,817448,2025-11,0,Sunday,45
904,165,2025-06-22,transfer,467102,2025-06,0,Sunday,25
905,215,2025-11-27,transfer,485200,2025-11,0,Thursday,48
906,128,2025-06-01,withdrawal,427196,2025-06,0,Sunday,22
907,151,2025-02-14,withdrawal,853890,2025-02,1,Friday,7
908,71,2025-12-01,withdrawal,641792,2025-12,1,Monday,49
909,263,2025-12-02,withdrawal,894027,2025-12,1,Tuesday,49
910,281,2025-09-17,withdrawal,756454,2025-09,1,Wednesday,38
911,112,2025-10-23,deposit,444799,2025-10,0,Thursday,43
912,149,2025-11-17,transfer,186033,2025-11,0,Monday,47
913,68,2025-03-09,transfer,345832,2025-03,0,Sunday,10
914,258,2025-10-30,transfer,369019,2025-10,0,Thursday,44
915,166,2025-06-06,transfer,65505,2025-06,0,Friday,23
916,288,2025-09-26,withdrawal,621116,2025-09,1,Friday,39
917,214,2025-09-07,transfer,397098,2025-09,0,Sunday,36
918,147,2024-12-14,withdrawal,857568,2024-12,1,Saturday,50
919,268,2025-06-21,deposit,57999,2025-06,0,Saturday,25
920,75,2025-01-05,deposit,1410624,2025-01,0,Sunday,1
921,103,2025-02-28,withdrawal,796626,2025-02,1,Friday,9
922,147,2025-02-20,transfer,136366,2025-02,0,Thursday,8
923,32,2025-05-08,transfer,416229,2025-05,0,Thursday,19
924,105,2025-06-09,transfer,21937,2025-06,0,Monday,24
925,232,2025-11-18,deposit,1297073,2025-11,0,Tuesday,47
926,288,2025-11-04,deposit,1561952,2025-11,0,Tuesday,45
927,288,2025-08-26,withdrawal,259136,2025-08,0,Tuesday,35
928,148,2025-01-01,transfer,353386,2025-01,0,Wednesday,1
929,196,2025-11-23,withdrawal,446801,2025-11,0,Sunday,47
930,161,2024-12-14,transfer,33207,2024-12,0,Saturday,50
931,129,2025-07-22,deposit,1306412,2025-07,0,Tuesday,30
932,116,2025-12-06,transfer,374428,2025-12,0,Saturday,49
933,189,2025-10-12,transfer,291583,2025-10,0,Sunday,41
934,101,2025-05-07,transfer,106448,2025-05,0,Wednesday,19
935,230,2025-01-15,deposit,1436639,2025-01,0,Wednesday,3
936,96,2025-08-28,deposit,1546573,2025-08,0,Thursday,35
937,62,2025-07-15,withdrawal,52608,2025-07,0,Tuesday,29
938,143,2025-02-12,transfer,143537,2025-02,0,Wednesday,7
939,83,2025-04-17,transfer,448555,2025-04,0,Thursday,16
940,3,2025-12-06,withdrawal,498983,2025-12,0,Saturday,49
941,80,2025-05-22,deposit,327339,2025-05,0,Thursday,21
942,27,2025-11-11,transfer,327756,2025-11,0,Tuesday,46
943,155,2025-09-27,withdrawal,838278,2025-09,1,Saturday,39
944,282,2025-12-05,withdrawal,86421,2025-12,0,Friday,49
945,163,2025-03-12,transfer,120323,2025-03,0,Wednesday,11
946,267,2025-08-23,deposit,1653903,2025-08,0,Saturday,34
947,82,2025-09-08,withdrawal,579460,2025-09,1,Monday,37
948,207,2025-03-31,deposit,737751,2025-03,0,Monday,14
949,110,2025-05-26,transfer,179002,2025-05,0,Monday,22
950,185,2025-10-20,withdrawal,239056,2025-10,0,Monday,43
951,272,2025-11-05,withdrawal,598602,2025-11,1,Wednesday,45
952,5,2025-06-03,deposit,1407865,2025-06,0,Tuesday,23
953,229,2025-11-01,deposit,1901866,2025-11,0,Saturday,44
954,125,2025-05-21,deposit,1436413,2025-05,0,Wednesday,21
955,196,2025-04-18,deposit,814240,2025-04,0,Friday,16
956,277,2024-12-20,transfer,153283,2024-12,0,Friday,51
957,265,2025-08-25,withdrawal,549292,2025-08,1,Monday,35
958,229,2025-05-08,withdrawal,55981,2025-05,0,Thursday,19
959,99,2025-01-19,withdrawal,548857,2025-01,1,Sunday,3
960,50,2025-09-09,deposit,1626766,2025-09,0,Tuesday,37
961,274,2025-01-10,deposit,1319773,2025-01,0,Friday,2
962,108,2025-03-27,transfer,335046,2025-03,0,Thursday,13
963,218,2025-09-09,deposit,436131,2025-09,0,Tuesday,37
964,223,2025-01-13,transfer,433214,2025-01,0,Monday,3
965,79,2025-05-26,deposit,968065,2025-05,0,Monday,22
966,20,2025-01-04,deposit,158612,2025-01,0,Saturday,1
967,92,2025-01-13,withdrawal,595193,2025-01,1,Monday,3
968,295,2025-04-19,deposit,1915477,2025-04,0,Saturday,16
969,209,2025-10-26,withdrawal,483039,2025-10,0,Sunday,43
970,208,2024-12-16,withdrawal,341773,2024-12,0,Monday,51
971,200,2025-09-07,transfer,67026,2025-09,0,Sunday,36
972,4,2025-10-20,transfer,382637,2025-10,0,Monday,43
973,33,2024-12-31,transfer,312027,2024-12,0,Tuesday,1
974,38,2025-08-22,withdrawal,983128,2025-08,1,Friday,34
975,55,2025-11-24,withdrawal,835115,2025-11,1,Monday,48
976,155,2025-05-01,transfer,50353,2025-05,0,Thursday,18
977,225,2025-11-11,withdrawal,424306,2025-11,0,Tuesday,46
978,16,2025-09-07,withdrawal,173917,2025-09,0,Sunday,36
979,113,2025-06-26,deposit,1571056,2025-06,0,Thursday,26
980,280,2025-02-19,withdrawal,674845,2025-02,1,Wednesday,8
981,153,2025-11-04,transfer,470031,2025-11,0,Tuesday,45
982,192,2025-09-18,deposit,1165824,2025-09,0,Thursday,38
983,73,2024-12-10,deposit,92604,2024-12,0,Tuesday,50
984,294,2025-09-09,transfer,211612,2025-09,0,Tuesday,37
985,281,2025-03-25,deposit,643983,2025-03,0,Tuesday,13
986,177,2025-11-03,deposit,870399,2025-11,0,Monday,45
987,263,2025-03-12,deposit,342545,2025-03,0,Wednesday,11
988,114,2025-04-16,transfer,442648,2025-04,0,Wednesday,16
989,100,2025-11-16,deposit,385335,2025-11,0,Sunday,46
990,291,2025-09-15,deposit,1790489,2025-09,0,Monday,38
991,237,2025-01-14,transfer,293182,2025-01,0,Tuesday,3
992,149,2025-04-15,transfer,40317,2025-04,0,Tuesday,16
993,51,2025-10-01,deposit,1526670,2025-10,0,Wednesday,40
994,250,2025-02-11,withdrawal,384486,2025-02,0,Tuesday,7
995,121,2025-10-21,deposit,602975,2025-10,0,Tuesday,43
996,36,2025-08-13,deposit,671445,2025-08,0,Wednesday,33
997,231,2025-11-10,withdrawal,656281,2025-11,1,Monday,46
998,157,2025-02-24,transfer,311273,2025-02,0,Monday,9
999,290,2025-05-18,transfer,196099,2025-05,0,Sunday,20
1000,220,2025-05-17,deposit,15133,2025-05,0,Saturday,20
1001,127,2025-11-01,deposit,1498589,2025-11,0,Saturday,44
1002,224,2025-06-10,withdrawal,890919,2025-06,1,Tuesday,24
1003,69,2025-05-26,transfer,389288,2025-05,0,Monday,22
1004,246,2025-06-09,withdrawal,476991,2025-06,0,Monday,24
1005,157,2025-02-01,withdrawal,588469,2025-02,1,Saturday,5
1006,90,2025-01-18,transfer,323047,2025-01,0,Saturday,3
1007,144,2025-09-09,deposit,1874185,2025-09,0,Tuesday,37
1008,101,2025-10-24,withdrawal,779177,2025-10,1,Friday,43
1009,40,2024-12-17,transfer,44531,2024-12,0,Tuesday,51
1010,260,2025-10-01,transfer,21354,2025-10,0,Wednesday,40
1011,297,2025-10-06,withdrawal,816564,2025-10,1,Monday,41
1012,109,2025-04-20,deposit,1161776,2025-04,0,Sunday,16
1013,279,2025-11-07,transfer,252518,2025-11,0,Friday,45
1014,77,2025-04-01,withdrawal,421564,2025-04,0,Tuesday,14
1015,149,2025-08-21,deposit,979548,2025-08,0,Thursday,34
1016,262,2025-06-12,deposit,837118,2025-06,0,Thursday,24
1017,258,2025-04-09,deposit,1394737,2025-04,0,Wednesday,15
1018,85,2025-07-24,transfer,78594,2025-07,0,Thursday,30
1019,82,2025-09-23,deposit,1192737,2025-09,0,Tuesday,39
1020,75,2025-08-12,transfer,388781,2025-08,0,Tuesday,33
1021,184,2025-08-14,deposit,463896,2025-08,0,Thursday,33
1022,119,2025-06-15,deposit,559397,2025-06,0,Sunday,24
1023,120,2025-03-23,deposit,1407125,2025-03,0,Sunday,12
1024,266,2025-08-05,withdrawal,416945,2025-08,0,Tuesday,32
1025,233,2025-11-05,deposit,88686,2025-11,0,Wednesday,45
1026,166,2025-08-31,deposit,1480841,2025-08,0,Sunday,35
1027,141,2025-09-30,transfer,143053,2025-09,0,Tuesday,40
1028,279,2025-06-18,transfer,96147,2025-06,0,Wednesday,25
1029,194,2025-11-07,withdrawal,626225,2025-11,1,Friday,45
1030,40,2025-06-18,transfer,136903,2025-06,0,Wednesday,25
1031,115,2025-06-06,transfer,217778,2025-06,0,Friday,23
1032,177,2025-08-11,withdrawal,841161,2025-08,1,Monday,33
1033,4,2025-02-17,transfer,467439,2025-02,0,Monday,8
1034,226,2025-01-16,deposit,487325,2025-01,0,Thursday,3
1035,264,2025-03-26,transfer,152225,2025-03,0,Wednesday,13
1036,77,2025-06-11,deposit,335002,2025-06,0,Wednesday,24
1037,61,2025-07-08,transfer,125767,2025-07,0,Tuesday,28
1038,170,2025-08-11,transfer,64422,2025-08,0,Monday,33
1039,246,2025-10-06,withdrawal,230939,2025-10,0,Monday,41
1040,83,2025-07-06,transfer,441923,2025-07,0,Sunday,27
1041,12,2025-02-11,deposit,95480,2025-02,0,Tuesday,7
1042,294,2025-02-14,transfer,89478,2025-02,0,Friday,7
1043,263,2025-09-27,deposit,1873138,2025-09,0,Saturday,39
1044,76,2025-04-19,deposit,353843,2025-04,0,Saturday,16
1045,93,2025-10-10,transfer,217575,2025-10,0,Friday,41
1046,289,2025-11-11,transfer,14762,2025-11,0,Tuesday,46
1047,146,2025-07-25,deposit,459229,2025-07,0,Friday,30
1048,242,2025-03-30,withdrawal,188852,2025-03,0,Sunday,13
1049,211,2025-10-02,transfer,79822,2025-10,0,Thursday,40
1050,94,2025-08-26,transfer,350845,2025-08,0,Tuesday,35
1051,136,2025-11-24,deposit,1523729,2025-11,0,Monday,48
1052,176,2025-10-06,withdrawal,635510,2025-10,1,Monday,41
1053,36,2025-06-23,deposit,798166,2025-06,0,Monday,26
1054,68,2025-03-21,deposit,39734,2025-03,0,Friday,12
1055,268,2025-07-10,transfer,363805,2025-07,0,Thursday,28
1056,77,2025-03-08,transfer,55488,2025-03,0,Saturday,10
1057,244,2024-12-27,transfer,319475,2024-12,0,Friday,52
1058,273,2025-02-06,transfer,399465,2025-02,0,Thursday,6
1059,48,2025-02-12,withdrawal,701423,2025-02,1,Wednesday,7
1060,277,2025-11-20,deposit,1886080,2025-11,0,Thursday,47
1061,221,2025-06-15,transfer,225559,2025-06,0,Sunday,24
1062,23,2025-07-15,transfer,282776,2025-07,0,Tuesday,29
1063,118,2025-06-21,withdrawal,837909,2025-06,1,Saturday,25
1064,180,2025-11-29,transfer,426853,2025-11,0,Saturday,48
1065,295,2025-02-14,deposit,897315,2025-02,0,Friday,7
1066,131,2025-04-06,withdrawal,813061,2025-04,1,Sunday,14
1067,43,2025-09-12,withdrawal,637354,2025-09,1,Friday,37
1068,210,2024-12-10,withdrawal,208202,2024-12,0,Tuesday,50
1069,4,2025-02-06,transfer,278961,2025-02,0,Thursday,6
1070,267,2025-11-08,deposit,791494,2025-11,0,Saturday,45
1071,106,2025-05-18,transfer,426678,2025-05,0,Sunday,20
1072,210,2025-02-25,withdrawal,121760,2025-02,0,Tuesday,9
1073,219,2025-04-16,transfer,311902,2025-04,0,Wednesday,16
1074,134,2025-09-23,transfer,227068,2025-09,0,Tuesday,39
1075,188,2025-11-21,transfer,149473,2025-11,0,Friday,47
1076,204,2025-09-16,deposit,871602,2025-09,0,Tuesday,38
1077,286,2025-06-15,withdrawal,197401,2025-06,0,Sunday,24
1078,287,2025-04-16,transfer,258629,2025-04,0,Wednesday,16
1079,158,2025-12-04,transfer,185541,2025-12,0,Thursday,49
1080,204,2025-11-10,transfer,77387,2025-11,0,Monday,46
1081,61,2025-07-24,transfer,125466,2025-07,0,Thursday,30
1082,83,2025-08-25,deposit,454751,2025-08,0,Monday,35
1083,206,2025-09-15,withdrawal,849756,2025-09,1,Monday,38
1084,27,2025-10-29,deposit,821009,2025-10,0,Wednesday,44
1085,3,2025-02-20,deposit,1731491,2025-02,0,Thursday,8
1086,242,2025-01-22,transfer,233263,2025-01,0,Wednesday,4
1087,33,2025-06-15,withdrawal,242542,2025-06,0,Sunday,24
1088,41,2025-06-22,transfer,24794,2025-06,0,Sunday,25
1089,206,2025-08-31,transfer,349024,2025-08,0,Sunday,35
1090,147,2025-01-06,transfer,318247,2025-01,0,Monday,2
1091,90,2025-07-20,transfer,264191,2025-07,0,Sunday,29
1092,6,2025-11-09,deposit,1788769,2025-11,0,Sunday,45
1093,266,2024-12-25,withdrawal,214206,2024-12,0,Wednesday,52
1094,262,2025-04-05,transfer,371188,2025-04,0,Saturday,14
1095,87,2025-06-10,transfer,23906,2025-06,0,Tuesday,24
1096,123,2025-02-26,transfer,5150,2025-02,0,Wednesday,9
1097,45,2025-06-30,withdrawal,827546,2025-06,1,Monday,27
1098,181,2025-07-03,transfer,212168,2025-07,0,Thursday,27
1099,103,2025-12-03,transfer,13056,2025-12,0,Wednesday,49
1100,36,2025-05-02,deposit,1157579,2025-05,0,Friday,18
1101,287,2025-06-03,transfer,187502,2025-06,0,Tuesday,23
1102,142,2025-03-17,deposit,1276636,2025-03,0,Monday,12
1103,233,2024-12-10,withdrawal,612833,2024-12,1,Tuesday,50
1104,134,2025-08-24,deposit,858823,2025-08,0,Sunday,34
1105,55,2025-08-22,transfer,42951,2025-08,0,Friday,34
1106,151,2025-08-27,withdrawal,132692,2025-08,0,Wednesday,35
1107,132,2025-09-28,transfer,431323,2025-09,0,Sunday,39
1108,129,2025-06-19,transfer,237138,2025-06,0,Thursday,25
1109,289,2025-04-11,withdrawal,817369,2025-04,1,Friday,15
1110,174,2025-07-31,withdrawal,724703,2025-07,1,Thursday,31
1111,15,2025-04-19,withdrawal,131916,2025-04,0,Saturday,16
1112,35,2025-03-30,withdrawal,674442,2025-03,1,Sunday,13
1113,118,2025-06-06,withdrawal,442459,2025-06,0,Friday,23
1114,265,2025-12-01,transfer,10097,2025-12,0,Monday,49
1115,135,2025-01-24,deposit,607489,2025-01,0,Friday,4
1116,205,2025-06-01,transfer,397580,2025-06,0,Sunday,22
1117,39,2025-03-09,transfer,493319,2025-03,0,Sunday,10
1118,244,2025-03-29,withdrawal,380711,2025-03,0,Saturday,13
1119,294,2025-11-22,withdrawal,201663,2025-11,0,Saturday,47
1120,98,2025-03-20,withdrawal,782918,2025-03,1,Thursday,12
1121,121,2025-04-22,transfer,131907,2025-04,0,Tuesday,17
1122,106,2025-04-14,deposit,430232,2025-04,0,Monday,16
1123,183,2025-01-31,deposit,1638552,2025-01,0,Friday,5
1124,62,2025-11-12,deposit,1422280,2025-11,0,Wednesday,46
1125,253,2025-09-11,transfer,8472,2025-09,0,Thursday,37
1126,22,2025-10-21,withdrawal,399227,2025-10,0,Tuesday,43
1127,162,2025-09-28,withdrawal,951748,2025-09,1,Sunday,39
1128,141,2025-08-26,withdrawal,201755,2025-08,0,Tuesday,35
1129,144,2025-09-29,withdrawal,242881,2025-09,0,Monday,40
1130,66,2025-07-12,deposit,1107547,2025-07,0,Saturday,28
1131,245,2025-08-22,transfer,22072,2025-08,0,Friday,34
1132,178,2025-11-24,withdrawal,912194,2025-11,1,Monday,48
1133,90,2025-11-30,withdrawal,136215,2025-11,0,Sunday,48
1134,266,2025-11-25,withdrawal,340984,2025-11,0,Tuesday,48
1135,5,2025-03-25,deposit,1418696,2025-03,0,Tuesday,13
1136,195,2025-05-23,transfer,57820,2025-05,0,Friday,21
1137,186,2025-04-19,transfer,456853,2025-04,0,Saturday,16
1138,96,2025-04-08,transfer,142808,2025-04,0,Tuesday,15
1139,138,2025-06-01,withdrawal,652865,2025-06,1,Sunday,22
1140,188,2025-07-13,deposit,1050996,2025-07,0,Sunday,28
1141,108,2025-06-16,withdrawal,744750,2025-06,1,Monday,25
1142,187,2025-07-26,withdrawal,303212,2025-07,0,Saturday,30
1143,93,2025-09-28,transfer,73754,2025-09,0,Sunday,39
1144,118,2025-04-25,deposit,1516659,2025-04,0,Friday,17
1145,121,2025-06-21,transfer,231607,2025-06,0,Saturday,25
1146,101,2025-02-22,deposit,1682800,2025-02,0,Saturday,8
1147,243,2025-07-11,deposit,375372,2025-07,0,Friday,28
1148,256,2025-10-26,deposit,1878323,2025-10,0,Sunday,43
1149,265,2025-05-18,transfer,382781,2025-05,0,Sunday,20
1150,250,2025-09-21,withdrawal,273165,2025-09,0,Sunday,38
1151,291,2025-01-27,deposit,840509,2025-01,0,Monday,5
1152,84,2025-04-17,deposit,456867,2025-04,0,Thursday,16
1153,244,2025-07-26,transfer,55489,2025-07,0,Saturday,30
1154,172,2025-06-10,withdrawal,388496,2025-06,0,Tuesday,24
1155,287,2025-04-18,transfer,493554,2025-04,0,Friday,16
1156,177,2025-02-08,deposit,868525,2025-02,0,Saturday,6
1157,180,2025-03-19,transfer,322496,2025-03,0,Wednesday,12
1158,296,2025-11-05,transfer,345716,2025-11,0,Wednesday,45
1159,276,2025-05-02,deposit,1641426,2025-05,0,Friday,18
1160,182,2025-08-26,withdrawal,715893,2025-08,1,Tuesday,35
1161,250,2025-01-17,transfer,239320,2025-01,0,Friday,3
1162,196,2025-08-02,transfer,155220,2025-08,0,Saturday,31
1163,75,2025-05-29,deposit,1348394,2025-05,0,Thursday,22
1164,216,2025-09-26,transfer,326026,2025-09,0,Friday,39
1165,208,2025-02-28,deposit,170909,2025-02,0,Friday,9
1166,176,2025-05-19,deposit,662419,2025-05,0,Monday,21
1167,150,2025-10-13,transfer,145232,2025-10,0,Monday,42
1168,203,2025-07-23,withdrawal,940812,2025-07,1,Wednesday,30
1169,186,2025-08-31,transfer,312714,2025-08,0,Sunday,35
1170,231,2025-03-12,withdrawal,185445,2025-03,0,Wednesday,11
1171,12,2025-04-07,deposit,1531249,2025-04,0,Monday,15
1172,129,2025-01-17,transfer,372366,2025-01,0,Friday,3
1173,108,2025-01-29,deposit,837664,2025-01,0,Wednesday,5
1174,49,2025-08-07,deposit,1969598,2025-08,0,Thursday,32
1175,281,2025-06-29,deposit,60291,2025-06,0,Sunday,26
1176,269,2025-04-21,deposit,222953,2025-04,0,Monday,17
1177,80,2025-06-25,deposit,1378283,2025-06,0,Wednesday,26
1178,159,2025-05-02,deposit,523828,2025-05,0,Friday,18
1179,227,2025-02-13,transfer,71276,2025-02,0,Thursday,7
1180,270,2024-12-25,deposit,64918,2024-12,0,Wednesday,52
1181,183,2025-08-08,withdrawal,916222,2025-08,1,Friday,32
1182,240,2025-04-26,transfer,495134,2025-04,0,Saturday,17
1183,281,2025-11-30,withdrawal,151678,2025-11,0,Sunday,48
1184,277,2025-10-09,deposit,1244062,2025-10,0,Thursday,41
1185,234,2025-10-29,transfer,397645,2025-10,0,Wednesday,44
1186,289,2025-10-31,withdrawal,558887,2025-10,1,Friday,44
1187,274,2025-06-03,withdrawal,963075,2025-06,1,Tuesday,23
1188,247,2025-01-22,transfer,124080,2025-01,0,Wednesday,4
1189,227,2025-07-07,withdrawal,393551,2025-07,0,Monday,28
1190,134,2024-12-13,deposit,641638,2024-12,0,Friday,50
1191,1,2025-02-15,transfer,432493,2025-02,0,Saturday,7
1192,177,2025-09-07,withdrawal,501989,2025-09,1,Sunday,36
1193,5,2025-08-16,transfer,488439,2025-08,0,Saturday,33
1194,245,2025-07-16,withdrawal,19576,2025-07,0,Wednesday,29
1195,150,2024-12-11,transfer,126223,2024-12,0,Wednesday,50
1196,281,2025-07-06,withdrawal,207731,2025-07,0,Sunday,27
1197,288,2025-04-14,withdrawal,423927,2025-04,0,Monday,16
1198,84,2025-11-03,transfer,391462,2025-11,0,Monday,45
1199,200,2025-04-21,withdrawal,241307,2025-04,0,Monday,17
1200,41,2025-04-09,withdrawal,665698,2025-04,1,Wednesday,15
1201,265,2025-11-28,transfer,428401,2025-11,0,Friday,48
1202,140,2025-09-06,withdrawal,689956,2025-09,1,Saturday,36
1203,138,2025-01-12,withdrawal,207132,2025-01,0,Sunday,2
1204,94,2025-02-02,deposit,612325,2025-02,0,Sunday,5
1205,234,2025-04-26,transfer,242380,2025-04,0,Saturday,17
1206,252,2024-12-17,deposit,677438,2024-12,0,Tuesday,51
1207,78,2024-12-19,deposit,1126914,2024-12,0,Thursday,51
1208,96,2025-04-24,deposit,596637,2025-04,0,Thursday,17
1209,65,2024-12-12,transfer,234856,2024-12,0,Thursday,50
1210,120,2024-12-15,deposit,321006,2024-12,0,Sunday,50
1211,253,2025-07-11,deposit,722043,2025-07,0,Friday,28
1212,160,2025-08-02,withdrawal,399438,2025-08,0,Saturday,31
1213,17,2025-02-20,withdrawal,94120,2025-02,0,Thursday,8
1214,29,2025-06-26,withdrawal,823331,2025-06,1,Thursday,26
1215,37,2025-03-10,transfer,251492,2025-03,0,Monday,11
1216,99,2025-06-21,withdrawal,866949,2025-06,1,Saturday,25
1217,7,2025-12-08,deposit,1615918,2025-12,0,Monday,50
1218,128,2025-07-22,withdrawal,818688,2025-07,1,Tuesday,30
1219,127,2025-03-19,transfer,22569,2025-03,0,Wednesday,12
1220,236,2025-01-25,transfer,409223,2025-01,0,Saturday,4
1221,267,2025-08-07,transfer,114286,2025-08,0,Thursday,32
1222,200,2025-05-22,transfer,168635,2025-05,0,Thursday,21
1223,82,2024-12-29,transfer,386805,2024-12,0,Sunday,52
1224,282,2025-04-16,transfer,69037,2025-04,0,Wednesday,16
1225,247,2025-03-19,transfer,161664,2025-03,0,Wednesday,12
1226,185,2025-11-14,deposit,1816221,2025-11,0,Friday,46
1227,112,2025-10-28,deposit,499856,2025-10,0,Tuesday,44
1228,223,2025-03-03,withdrawal,25799,2025-03,0,Monday,10
1229,142,2025-06-28,transfer,67730,2025-06,0,Saturday,26
1230,125,2025-10-01,deposit,93066,2025-10,0,Wednesday,40
1231,244,2025-02-25,transfer,317586,2025-02,0,Tuesday,9
1232,191,2025-02-26,deposit,526608,2025-02,0,Wednesday,9
1233,256,2025-10-20,deposit,1443530,2025-10,0,Monday,43
1234,174,2025-01-07,transfer,36484,2025-01,0,Tuesday,2
1235,183,2025-12-02,transfer,85697,2025-12,0,Tuesday,49
1236,275,2025-08-14,deposit,268879,2025-08,0,Thursday,33
1237,120,2025-11-03,withdrawal,595472,2025-11,1,Monday,45
1238,178,2025-03-16,withdrawal,778804,2025-03,1,Sunday,11
1239,11,2025-06-09,transfer,203059,2025-06,0,Monday,24
1240,69,2024-12-28,withdrawal,952316,2024-12,1,Saturday,52
1241,249,2025-09-20,transfer,234376,2025-09,0,Saturday,38
1242,151,2025-08-15,transfer,370448,2025-08,0,Friday,33
1243,98,2025-09-12,transfer,102846,2025-09,0,Friday,37
1244,179,2025-08-04,withdrawal,777979,2025-08,1,Monday,32
1245,141,2025-09-17,transfer,484447,2025-09,0,Wednesday,38
1246,83,2025-02-25,deposit,1118875,2025-02,0,Tuesday,9
1247,231,2025-04-21,withdrawal,869222,2025-04,1,Monday,17
1248,278,2024-12-08,withdrawal,486136,2024-12,0,Sunday,49
1249,260,2025-03-12,withdrawal,779295,2025-03,1,Wednesday,11
1250,10,2025-06-12,transfer,454225,2025-06,0,Thursday,24
1251,123,2025-01-09,withdrawal,766027,2025-01,1,Thursday,2
1252,276,2025-09-02,withdrawal,209092,2025-09,0,Tuesday,36
1253,255,2025-10-17,transfer,85809,2025-10,0,Friday,42
1254,145,2025-11-01,withdrawal,439711,2025-11,0,Saturday,44
1255,165,2025-09-01,deposit,206864,2025-09,0,Monday,36
1256,35,2025-02-12,deposit,1756527,2025-02,0,Wednesday,7
1257,92,2025-01-31,deposit,428790,2025-01,0,Friday,5
1258,249,2024-12-24,deposit,212101,2024-12,0,Tuesday,52
1259,293,2025-06-24,transfer,443461,2025-06,0,Tuesday,26
1260,251,2025-12-02,transfer,332140,2025-12,0,Tuesday,49
1261,132,2025-03-31,deposit,773300,2025-03,0,Monday,14
1262,37,2025-03-24,deposit,1955793,2025-03,0,Monday,13
1263,252,2025-10-31,deposit,986591,2025-10,0,Friday,44
1264,32,2025-07-08,withdrawal,595126,2025-07,1,Tuesday,28
1265,189,2025-10-19,transfer,35566,2025-10,0,Sunday,42
1266,137,2025-01-13,transfer,26313,2025-01,0,Monday,3
